index,img_path,label_A,label_B,clip_choice,prob0,prompt0,prob1,prompt1
697,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000697_playing basketball_to_eating ice cream_3mIvIgAlniY_000001_000011_bg_i0HTxovmJoU_000004_000014/000151.jpg,playing basketball,eating ice cream,0,25.968360900878906,A person doing playing basketball at backyard,24.70945930480957,A person doing eating ice cream at gymnasium
698,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000698_hitting baseball_to_climbing a rope_C7icGyrdROM_000006_000016_bg_olVCqOzMqAI_000000_000010/000151.jpg,hitting baseball,climbing a rope,1,25.004106521606445,A person doing hitting baseball at military training facility,30.17531394958496,A person doing climbing a rope at school gymnasium
699,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000699_eating ice cream_to_sword fighting_JFQCLRag-CU_000029_000039_bg_ZRCg4Y8MMgg_000000_000010/000151.jpg,eating ice cream,sword fighting,0,21.685514450073242,A person doing eating ice cream at abandoned warehouse,17.002328872680664,A person doing sword fighting at backyard
700,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000700_deadlifting_to_surfing water_9GVYpaTSNcs_000028_000038_bg_79RD1NrELZw_000013_000023/000118.jpg,deadlifting,surfing water,1,24.504148483276367,A person doing deadlifting at gold coast,28.64488983154297,A person doing surfing water at home
701,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000701_dunking basketball_to_climbing ladder_iV66V2rh6l4_000027_000037_bg_q0q7X2V0S8M_000180_000190/000151.jpg,dunking basketball,climbing ladder,1,18.922229766845703,A person doing dunking basketball at library,20.24897003173828,A person doing climbing ladder at sports arena
702,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000702_dribbling basketball_to_climbing a rope_FLQhXXY-4XA_000016_000026_bg_VaCkxZ_rwQc_000007_000017/000151.jpg,dribbling basketball,climbing a rope,1,24.610342025756836,A person doing dribbling basketball at outdoor adventure park,28.484573364257812,A person doing climbing a rope at basketball court
703,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000703_playing violin_to_playing guitar_Ta4mtqsCjkU_000076_000086_bg_MrSMr3S3lE0_000090_000100/000151.jpg,playing violin,playing guitar,0,20.314149856567383,A person doing playing violin at park,18.36446762084961,A person doing playing guitar at street corner
704,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000704_playing basketball_to_playing piano_cM5f-bT07gc_000033_000043_bg_vMdFGslhOGk_000001_000011/000151.jpg,playing basketball,playing piano,1,24.96474266052246,A person doing playing basketball at living room,26.7182674407959,A person doing playing piano at park
705,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000705_shooting goal (soccer)_to_golf driving_QgzJW2EWJK8_000002_000012_bg_agHnyx2NFfk_000007_000017/000091.jpg,shooting goal (soccer),golf driving,0,27.76383399963379,A person doing shooting goal (soccer) at backyard,26.739253997802734,A person doing golf driving at professional stadium
706,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000706_driving car_to_playing violin_QkLN_QBF1hI_000174_000184_bg_RL9vt7ZinXU_000116_000126/000151.jpg,driving car,playing violin,1,16.45838737487793,A person doing driving car at park bench,21.492931365966797,A person doing playing violin at city street
707,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000707_opening bottle_to_skiing (not slalom or crosscountry)_GoFJb86v1pg_000000_000010_bg_-P56BlJO-gw_000051_000061/000152.jpg,opening bottle,skiing (not slalom or crosscountry),0,23.251052856445312,A person doing opening bottle at banff,20.36924171447754,A person doing skiing (not slalom or crosscountry) at picnic
708,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000708_smoking_to_flying kite_Ag9mJ4tEIEE_000273_000283_bg_uHERxfY_li8_000071_000081/000151.jpg,smoking,flying kite,1,23.061079025268555,A person doing smoking at park,23.114656448364258,A person doing flying kite at beach
709,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000709_writing_to_brushing teeth_sspUdoV9Il0_000378_000388_bg_D9BXyKzfhGA_000000_000010/000151.jpg,writing,brushing teeth,1,23.963197708129883,A person doing writing at gym locker room,26.514694213867188,A person doing brushing teeth at library
710,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000710_shooting goal (soccer)_to_sword fighting_m8-MAjGR7-E_000011_000021_bg_QEMrisQ7bXI_000037_000047/000151.jpg,shooting goal (soccer),sword fighting,1,23.51551055908203,A person doing shooting goal (soccer) at forest clearing,25.241140365600586,A person doing sword fighting at professional stadium
711,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000711_brushing hair_to_flying kite_D_kft_TtVfo_000064_000074_bg_BJ4DdzKi-GE_000008_000018/000151.jpg,brushing hair,flying kite,0,26.128488540649414,A person doing brushing hair at hilltop,21.97219467163086,A person doing flying kite at bedroom
712,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000712_writing_to_clean and jerk_ckWE-SfCKTw_000602_000612_bg_NiYuBZei0aI_000013_000023/000151.jpg,writing,clean and jerk,0,25.557952880859375,A person doing writing at home gym,24.116098403930664,A person doing clean and jerk at library
713,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000713_skipping rope_to_sweeping floor_d60BR0UZL7s_000072_000082_bg_n5ZHSJRZl1U_000002_000012/000151.jpg,skipping rope,sweeping floor,0,22.45508575439453,A person doing skipping rope at kitchen,16.267234802246094,A person doing sweeping floor at park
714,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000714_hurdling_to_clean and jerk_UytdOEGAZbs_000014_000024_bg_sSuVVd9H43E_000004_000014/000151.jpg,hurdling,clean and jerk,1,22.921340942382812,A person doing hurdling at crossfit box,29.259563446044922,A person doing clean and jerk at stadium
715,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000715_playing guitar_to_dunking basketball_0b7wPe49W-4_000266_000276_bg_rmtX8p-42Lg_000005_000015/000132.jpg,playing guitar,dunking basketball,1,18.35879135131836,A person doing playing guitar at backyard,18.90020751953125,A person doing dunking basketball at park
716,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000716_brushing hair_to_shooting goal (soccer)_fSi87zV0arw_000403_000413_bg_dxELnzdghDU_000035_000045/000151.jpg,brushing hair,shooting goal (soccer),0,22.052236557006836,A person doing brushing hair at sports complex,21.614255905151367,A person doing shooting goal (soccer) at bathroom
717,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000717_canoeing or kayaking_to_eating cake_lUpRBEy6NJE_000020_000030_bg_jQnDFmBZMJ0_000031_000041/000151.jpg,canoeing or kayaking,eating cake,1,17.113813400268555,A person doing canoeing or kayaking at picnic area,30.09190559387207,A person doing eating cake at colorado river
718,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000718_playing accordion_to_smoking_BXdLkM8ed2c_000086_000096_bg_jVP9TvFvrAk_000112_000122/000151.jpg,playing accordion,smoking,0,23.372241973876953,A person doing playing accordion at café,18.326526641845703,A person doing smoking at music festival
719,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000719_deadlifting_to_sword fighting_zvK8RSHR4YU_000013_000023_bg_S4hYqZbu0kQ_000015_000025/000127.jpg,deadlifting,sword fighting,0,26.30536651611328,A person doing deadlifting at beach cove,25.821500778198242,A person doing sword fighting at gym
720,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000720_canoeing or kayaking_to_bowling_Bi5SWEY6uH8_000034_000044_bg_v52Gi2rgV3w_000005_000015/000151.jpg,canoeing or kayaking,bowling,1,20.518692016601562,A person doing canoeing or kayaking at amusement park,31.28154945373535,A person doing bowling at puget sound
721,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000721_deadlifting_to_hitting baseball_ZSzPVTTiROc_000016_000026_bg_J6fum3h7das_000102_000112/000070.jpg,deadlifting,hitting baseball,1,29.853973388671875,A person doing deadlifting at batting cage,30.413272857666016,A person doing hitting baseball at sports center
722,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000722_playing volleyball_to_tying tie_ZFqcERoPnmg_000413_000423_bg_NjkI5WDOZeo_000157_000167/000151.jpg,playing volleyball,tying tie,0,24.673654556274414,A person doing playing volleyball at hotel room,17.298538208007812,A person doing tying tie at beach
723,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000723_archery_to_surfing water_3and4vWkW4s_000011_000021_bg_Q4kAb9-wvCw_000364_000374/000151.jpg,archery,surfing water,1,17.96027374267578,A person doing archery at fiji,18.577136993408203,A person doing surfing water at archery range
724,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000724_writing_to_playing accordion_XQkYl9aVTpA_000432_000442_bg_U_D-B-xXgys_000056_000066/000151.jpg,writing,playing accordion,1,25.152873992919922,A person doing writing at community center,33.40506362915039,A person doing playing accordion at library
725,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000725_shooting basketball_to_flying kite_M8-dQHleshM_000004_000014_bg_BJ4DdzKi-GE_000008_000018/000065.jpg,shooting basketball,flying kite,1,18.353900909423828,A person doing shooting basketball at hilltop,19.822629928588867,A person doing flying kite at park
726,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000726_climbing ladder_to_playing saxophone__M815JBLmzg_000016_000026_bg_8vxFri3kYz4_000000_000010/000151.jpg,climbing ladder,playing saxophone,0,22.860708236694336,A person doing climbing ladder at street corner,21.47694969177246,A person doing playing saxophone at fire station
727,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000727_smoking_to_flying kite_xo_9xPRu7_4_000114_000124_bg_E-B59dSQhkU_000033_000043/000151.jpg,smoking,flying kite,0,24.69405746459961,A person doing smoking at hilltop,20.085285186767578,A person doing flying kite at park
728,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000728_writing_to_surfing water_kHSpzsmCFGo_000078_000088_bg_4XeeI5868Y4_000031_000041/000151.jpg,writing,surfing water,1,23.066699981689453,A person doing writing at fiji,23.18643569946289,A person doing surfing water at coffee shop
729,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000729_sword fighting_to_opening bottle_WGztQjJ0aMU_000010_000020_bg_a1gyzJQ6nto_000042_000052/000151.jpg,sword fighting,opening bottle,0,27.10391616821289,A person doing sword fighting at bar,22.271650314331055,A person doing opening bottle at castle courtyard
730,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000730_catching or throwing frisbee_to_canoeing or kayaking_AsoqLaO8YJ8_000001_000011_bg_YbLmMm66uUk_000192_000202/000151.jpg,catching or throwing frisbee,canoeing or kayaking,0,26.98969841003418,A person doing catching or throwing frisbee at everglades,26.311641693115234,A person doing canoeing or kayaking at backyard
731,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000731_playing trumpet_to_hitting baseball_qAl4lWHJHPE_000007_000017_bg_h_3LqD2Pl-E_000000_000010/000151.jpg,playing trumpet,hitting baseball,1,23.68865966796875,A person doing playing trumpet at sports complex,26.75908851623535,A person doing hitting baseball at music festival
732,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000732_flying kite_to_climbing ladder_3dnRiA5pSwU_000024_000034_bg_72ZfHTNBdTQ_000112_000122/000085.jpg,flying kite,climbing ladder,1,22.65629768371582,A person doing flying kite at warehouse,26.2122745513916,A person doing climbing ladder at field
733,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000733_brushing hair_to_driving car_MPx8w7ioI4o_000323_000333_bg_mL3AmSIkXVg_000037_000047/000151.jpg,brushing hair,driving car,1,21.4538516998291,A person doing brushing hair at country road,22.566295623779297,A person doing driving car at salon
734,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000734_smoking_to_playing accordion_1o-qGrLLihw_000021_000031_bg_YgXLcOtQcSg_000028_000038/000151.jpg,smoking,playing accordion,0,27.710033416748047,A person doing smoking at community center,22.444366455078125,A person doing playing accordion at café
735,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000735_golf driving_to_playing trumpet_vVC8HWs8CVE_000011_000021_bg_qzZw2ZRIGbI_000000_000010/000151.jpg,golf driving,playing trumpet,1,20.00372886657715,A person doing golf driving at street corner,22.541828155517578,A person doing playing trumpet at golf course
736,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000736_playing saxophone_to_flying kite_P4w8Ef14Mis_000017_000027_bg_0QH8uFjXiW4_000003_000013/000151.jpg,playing saxophone,flying kite,0,26.355384826660156,A person doing playing saxophone at field,24.894784927368164,A person doing flying kite at park bench
737,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000737_skiing (not slalom or crosscountry)_to_hitting baseball_jGzy03VfA8k_000174_000184_bg_gg5xRWjw3f8_000097_000107/000151.jpg,skiing (not slalom or crosscountry),hitting baseball,1,17.822566986083984,A person doing skiing (not slalom or crosscountry) at school gymnasium,28.463211059570312,A person doing hitting baseball at whistler
738,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000738_reading book_to_writing_o6dIjv5pOKc_000004_000014_bg_wOgPUpQzPBI_000259_000269/000151.jpg,reading book,writing,0,22.453399658203125,A person doing reading book at library,20.840900421142578,A person doing writing at coffee shop
739,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000739_writing_to_golf driving_G2MO_SNlO2s_000274_000284_bg_prXGeIiSPQ8_000003_000013/000151.jpg,writing,golf driving,0,28.796669006347656,A person doing writing at driving range,26.100751876831055,A person doing golf driving at coffee shop
740,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000740_catching or throwing baseball_to_playing guitar_dEJcLMU-x94_000013_000023_bg_x8cwzO6u_7c_000090_000100/000151.jpg,catching or throwing baseball,playing guitar,1,14.175544738769531,A person doing catching or throwing baseball at beach,25.59412956237793,A person doing playing guitar at backyard
741,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000741_climbing ladder_to_skiing slalom_OAHWyWJmvJI_000030_000040_bg_wvZmdTr4-Ag_000669_000679/000151.jpg,climbing ladder,skiing slalom,1,30.401111602783203,A person doing climbing ladder at st. moritz,33.326698303222656,A person doing skiing slalom at library
742,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000742_catching or throwing frisbee_to_skipping rope_71Rq1rCY7N4_000069_000079_bg_CBsQM6oSaPQ_000198_000208/000151.jpg,catching or throwing frisbee,skipping rope,0,27.456134796142578,A person doing catching or throwing frisbee at schoolyard,25.47960662841797,A person doing skipping rope at park
743,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000743_eating cake_to_juggling soccer ball_wfwu32obskc_000031_000041_bg_Oe4Tk3WWhD0_000042_000052/000151.jpg,eating cake,juggling soccer ball,0,24.878305435180664,A person doing eating cake at park,15.53620719909668,A person doing juggling soccer ball at bakery
744,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000744_surfing water_to_drinking_Q4kAb9-wvCw_000364_000374_bg_ahtLVUE4qw8_000018_000028/000151.jpg,surfing water,drinking,1,22.39501953125,A person doing surfing water at home,25.80664825439453,A person doing drinking at malibu
745,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000745_clean and jerk_to_archery_eb27P4kCJYI_000026_000036_bg_it-IIR-qUIg_000150_000160/000095.jpg,clean and jerk,archery,1,26.324657440185547,A person doing clean and jerk at sports complex,26.632064819335938,A person doing archery at gym
746,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000746_deadlifting_to_golf driving_SZqOaOEGo_g_000002_000012_bg_DfjXZtIrWwg_000084_000094/000151.jpg,deadlifting,golf driving,0,30.88177490234375,A person doing deadlifting at driving range,27.135116577148438,A person doing golf driving at fitness studio
747,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000747_walking the dog_to_eating ice cream_3bT1tscntAM_000211_000221_bg_twPKbxKjh8g_000031_000041/000151.jpg,walking the dog,eating ice cream,0,23.32103157043457,A person doing walking the dog at ice cream shop,22.38967514038086,A person doing eating ice cream at backyard
748,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000748_writing_to_shooting basketball_Ub0rc6U6nfI_000100_000110_bg_0sCSK1Ox5Ts_000046_000056/000151.jpg,writing,shooting basketball,1,19.930049896240234,A person doing writing at park,27.56517219543457,A person doing shooting basketball at university classroom
749,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000749_juggling balls_to_shooting basketball_j0-SQa7igwI_000188_000198_bg_w68UOpC3bUw_000316_000326/000151.jpg,juggling balls,shooting basketball,0,32.229454040527344,A person doing juggling balls at basketball court,31.497251510620117,A person doing shooting basketball at circus
750,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000750_playing violin_to_playing trumpet_lmn_PczIHHo_000047_000057_bg_is8kacH7dUg_000022_000032/000151.jpg,playing violin,playing trumpet,1,19.03489875793457,A person doing playing violin at street corner,24.374862670898438,A person doing playing trumpet at living room
751,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000751_reading book_to_punching person (boxing)_WwPqNROPZx8_000023_000033_bg_aEfN-E9ZGTo_000209_000219/000151.jpg,reading book,punching person (boxing),1,19.889665603637695,A person doing reading book at street,28.15537452697754,A person doing punching person (boxing) at library
752,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000752_brushing hair_to_reading book_vF-nfOxhiCQ_000051_000061_bg_-CQPR7e8xKE_000000_000010/000151.jpg,brushing hair,reading book,0,27.210674285888672,A person doing brushing hair at bedroom,21.35626983642578,A person doing reading book at bedroom
753,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000753_climbing a rope_to_dunking basketball_6Lz09qQhHkM_000001_000011_bg_f0H5AVFMHrg_000000_000010/000151.jpg,climbing a rope,dunking basketball,1,24.25409507751465,A person doing climbing a rope at backyard,27.802085876464844,A person doing dunking basketball at circus
754,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000754_hurdling_to_skiing slalom_g48BOJHjdKE_000001_000011_bg_6_35grP3MOc_000121_000131/000070.jpg,hurdling,skiing slalom,1,23.088369369506836,A person doing hurdling at whistler blackcomb,26.577774047851562,A person doing skiing slalom at track
755,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000755_hitting baseball_to_dribbling basketball_bymUsSbe7xQ_000155_000165_bg_oxY1iBy5daQ_000038_000048/000151.jpg,hitting baseball,dribbling basketball,0,32.306243896484375,A person doing hitting baseball at basketball court,31.07540512084961,A person doing dribbling basketball at school gymnasium
756,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000756_climbing a rope_to_hurdling_mzqDvgpiGP4_000013_000023_bg_Q99scMw_PH8_000013_000023/000151.jpg,climbing a rope,hurdling,1,28.57404899597168,A person doing climbing a rope at training facility,29.575092315673828,A person doing hurdling at outdoor adventure park
757,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000757_drinking_to_golf driving_wByNrVN5dr4_000100_000110_bg_6CbAI0QPeSM_000001_000011/000102.jpg,drinking,golf driving,0,25.52122688293457,A person doing drinking at backyard,25.425928115844727,A person doing golf driving at beach
758,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000758_reading newspaper_to_catching or throwing frisbee_oeJJ1eUpB4A_000001_000011_bg_qNcTjhOhg0M_000005_000015/000151.jpg,reading newspaper,catching or throwing frisbee,1,15.790600776672363,A person doing reading newspaper at park,20.803930282592773,A person doing catching or throwing frisbee at living room
759,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000759_brushing teeth_to_drinking_4S1k0vHoTw4_000248_000258_bg_neocHYtz6yw_000061_000071/000151.jpg,brushing teeth,drinking,1,25.839143753051758,A person doing brushing teeth at bar,26.413753509521484,A person doing drinking at bathroom
760,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000760_dribbling basketball_to_juggling balls_6FC0IVAWQc4_000266_000276_bg_n1cQkKL5ATQ_000112_000122/000151.jpg,dribbling basketball,juggling balls,1,24.140737533569336,A person doing dribbling basketball at backyard,27.10965347290039,A person doing juggling balls at basketball court
761,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000761_playing trumpet_to_playing guitar_viWqKg08VNc_000002_000012_bg_k4ixAfJ1LuI_000214_000224/000151.jpg,playing trumpet,playing guitar,0,27.72057342529297,A person doing playing trumpet at beach,24.2767333984375,A person doing playing guitar at music festival
762,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000762_reading book_to_skiing (not slalom or crosscountry)_qIoLkehWIXc_000003_000013_bg_3FsDDitvJWY_001964_001974/000151.jpg,reading book,skiing (not slalom or crosscountry),1,21.3176212310791,A person doing reading book at chamonix,22.55851936340332,A person doing skiing (not slalom or crosscountry) at library
763,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000763_canoeing or kayaking_to_tying tie_7Y634PdmHfg_000002_000012_bg_zVlHUt0eWbU_000090_000100/000151.jpg,canoeing or kayaking,tying tie,0,21.887216567993164,A person doing canoeing or kayaking at car,21.669723510742188,A person doing tying tie at bayou
764,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000764_reading newspaper_to_catching or throwing frisbee_cXsQwIVDsKY_000004_000014_bg_Fi1TkpzQG78_000154_000164/000151.jpg,reading newspaper,catching or throwing frisbee,1,19.90975570678711,A person doing reading newspaper at open field,21.89379119873047,A person doing catching or throwing frisbee at subway
765,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000765_playing piano_to_deadlifting_TYsvvOyPWhs_000003_000013_bg_zvK8RSHR4YU_000013_000023/000151.jpg,playing piano,deadlifting,0,21.871356964111328,A person doing playing piano at gym,21.186880111694336,A person doing deadlifting at music studio
766,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000766_skiing slalom_to_eating ice cream_Zajrgco48XM_000010_000020_bg_4Rj1wq0DVZI_000000_000010/000151.jpg,skiing slalom,eating ice cream,0,20.289413452148438,A person doing skiing slalom at backyard,15.740187644958496,A person doing eating ice cream at vail
767,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000767_dribbling basketball_to_canoeing or kayaking_6cwDzCzQLCg_000134_000144_bg_0L4kvkUfs1U_000265_000275/000151.jpg,dribbling basketball,canoeing or kayaking,1,27.79450798034668,A person doing dribbling basketball at bayou,29.926576614379883,A person doing canoeing or kayaking at gymnasium
768,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000768_playing piano_to_playing basketball_C9boKvSr3kU_000015_000025_bg_KCSNGD2_WlE_000051_000061/000151.jpg,playing piano,playing basketball,1,22.7300968170166,A person doing playing piano at driveway,31.260210037231445,A person doing playing basketball at living room
769,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000769_playing saxophone_to_playing basketball_K06EmNd6t_I_000006_000016_bg_MeLrziGSbco_000021_000031/000151.jpg,playing saxophone,playing basketball,0,21.312192916870117,A person doing playing saxophone at driveway,20.581605911254883,A person doing playing basketball at subway station
770,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000770_sword fighting_to_playing piano_PCKD6J3760M_000026_000036_bg_ErtSFRpSeDA_000088_000098/000151.jpg,sword fighting,playing piano,1,14.909799575805664,A person doing sword fighting at school auditorium,26.705078125,A person doing playing piano at abandoned warehouse
771,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000771_climbing a rope_to_brushing hair_d4i08JKdXXI_000031_000041_bg_MPDAag15nXA_000016_000026/000151.jpg,climbing a rope,brushing hair,0,24.396087646484375,A person doing climbing a rope at salon,23.372493743896484,A person doing brushing hair at climbing wall
772,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000772_writing_to_skipping rope_r-5lYAlq4F0_000072_000082_bg_dSF2i1OQtMc_000087_000097/000151.jpg,writing,skipping rope,0,24.982595443725586,A person doing writing at gym,23.19783592224121,A person doing skipping rope at park
773,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000773_canoeing or kayaking_to_reading newspaper_ive9UcpyQzc_000027_000037_bg_uPnEZd6wCtk_000006_000016/000151.jpg,canoeing or kayaking,reading newspaper,1,21.139307022094727,A person doing canoeing or kayaking at café,24.631000518798828,A person doing reading newspaper at colorado river
774,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000774_dunking basketball_to_eating cake_cPW9N51RMf0_000018_000028_bg_ntDFgioEXGE_000022_000032/000151.jpg,dunking basketball,eating cake,0,25.268081665039062,A person doing dunking basketball at bakery,24.221715927124023,A person doing eating cake at gymnasium
