index,img_path,label_A,label_B,clip_choice,prob0,prompt0,prob1,prompt1
642,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000642_climbing a rope_to_catching or throwing baseball_4vqno9mmRvU_000025_000035_bg_F9kCgXa2aTs_000018_000028/000151.jpg,climbing a rope,catching or throwing baseball,1,24.60554313659668,A person doing climbing a rope at school playground,27.037216186523438,A person doing catching or throwing baseball at climbing wall
643,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000643_catching or throwing baseball_to_punching person (boxing)_CR0PV8jmGqg_000003_000013_bg_LQmy-JW6tbA_000042_000052/000151.jpg,catching or throwing baseball,punching person (boxing),1,19.15239906311035,A person doing catching or throwing baseball at boxing ring,21.807170867919922,A person doing punching person (boxing) at school playground
644,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000644_dunking basketball_to_tying tie_gyGzETSCxO8_000003_000013_bg_E0C2d_EpfNA_000115_000125/000142.jpg,dunking basketball,tying tie,0,27.743547439575195,A person doing dunking basketball at car,21.490407943725586,A person doing tying tie at playground
645,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000645_writing_to_shooting goal (soccer)_U0JAfqEak2c_000115_000125_bg_DJbURDUh07s_000004_000014/000151.jpg,writing,shooting goal (soccer),1,20.881916046142578,A person doing writing at professional stadium,27.224170684814453,A person doing shooting goal (soccer) at university classroom
646,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000646_playing saxophone_to_playing tennis_Lj3wfxExD-s_000184_000194_bg_-whdHn9Mbcc_000000_000010/000151.jpg,playing saxophone,playing tennis,0,25.27798080444336,A person doing playing saxophone at school gymnasium,20.81014060974121,A person doing playing tennis at subway station
647,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000647_eating cake_to_dunking basketball_ktK9w4n_zS0_000018_000028_bg_I7yjEneAYIc_000065_000075/000151.jpg,eating cake,dunking basketball,0,27.063140869140625,A person doing eating cake at backyard,19.841533660888672,A person doing dunking basketball at bakery
648,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000648_archery_to_driving car_xrAuik7Wxns_000036_000046_bg_CLuayLlBOEY_000064_000074/000151.jpg,archery,driving car,0,22.41431999206543,A person doing archery at suburban neighborhood,20.612680435180664,A person doing driving car at historical reenactment site
649,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000649_playing violin_to_skiing (not slalom or crosscountry)_WXt6Xqc9st0_000011_000021_bg_OEAy-r8wrAU_000274_000284/000151.jpg,playing violin,skiing (not slalom or crosscountry),1,22.53803825378418,A person doing playing violin at zermatt,22.77815818786621,A person doing skiing (not slalom or crosscountry) at concert hall
650,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000650_playing basketball_to_shooting basketball_dWoqP1eAIig_000003_000013_bg_11OkSd-ln9c_000493_000503/000034.jpg,playing basketball,shooting basketball,1,29.040857315063477,A person doing playing basketball at basketball court,32.921875,A person doing shooting basketball at gymnasium
651,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000651_writing_to_canoeing or kayaking_5bZojQCp5tk_000318_000328_bg_YbLmMm66uUk_000192_000202/000151.jpg,writing,canoeing or kayaking,0,26.35257911682129,A person doing writing at bayou,26.06616973876953,A person doing canoeing or kayaking at park
652,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000652_playing bass guitar_to_playing piano_5t816FUvfDE_000186_000196_bg_qmgpPih1Y5o_000005_000015/000151.jpg,playing bass guitar,playing piano,0,26.32618522644043,A person doing playing bass guitar at music studio,25.648590087890625,A person doing playing piano at concert hall
653,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000653_surfing water_to_climbing ladder_79RD1NrELZw_000013_000023_bg_q0q7X2V0S8M_000180_000190/000151.jpg,surfing water,climbing ladder,1,21.96422004699707,A person doing surfing water at fire station,26.854000091552734,A person doing climbing ladder at hawaii
654,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000654_bowling_to_skiing (not slalom or crosscountry)_5NLQMrXzCQA_000003_000013_bg_Y_3ggRnzKwA_000045_000055/000110.jpg,bowling,skiing (not slalom or crosscountry),1,25.627416610717773,A person doing bowling at whistler,27.77649688720703,A person doing skiing (not slalom or crosscountry) at bowling alley
655,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000655_shooting basketball_to_drinking_OTbNyKzKBM4_000024_000034_bg_s-vLJUmPmhA_000109_000119/000151.jpg,shooting basketball,drinking,1,18.40714454650879,A person doing shooting basketball at park,20.937368392944336,A person doing drinking at park
656,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000656_bowling_to_sweeping floor_mE6wwBaFaf0_000028_000038_bg_AyrJLW2Mpbw_000000_000010/000108.jpg,bowling,sweeping floor,1,26.083894729614258,A person doing bowling at garage,28.663179397583008,A person doing sweeping floor at sports complex
657,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000657_playing violin_to_punching person (boxing)_Y9_AJlP0iUY_000373_000383_bg_RSFPNoAqd2w_000055_000065/000151.jpg,playing violin,punching person (boxing),0,21.118728637695312,A person doing playing violin at sports arena,20.409839630126953,A person doing punching person (boxing) at concert hall
658,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000658_smoking_to_reading newspaper_ID55j2rq1sc_000007_000017_bg_7mhUfMvwcjc_000001_000011/000151.jpg,smoking,reading newspaper,0,26.697338104248047,A person doing smoking at park,18.11943817138672,A person doing reading newspaper at rooftop
659,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000659_tying tie_to_brushing teeth_Nbr7vfA0a6s_000077_000087_bg_PbYMRhwvMik_000082_000092/000151.jpg,tying tie,brushing teeth,0,27.804943084716797,A person doing tying tie at bathroom,19.467517852783203,A person doing brushing teeth at wedding venue
660,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000660_flying kite_to_reading newspaper_hAQJ9GHklS4_000004_000014_bg_XREc823C5zs_000000_000010/000151.jpg,flying kite,reading newspaper,1,20.174776077270508,A person doing flying kite at park,21.550973892211914,A person doing reading newspaper at hilltop
661,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000661_brushing hair_to_opening bottle_mupzvLpU8UU_000009_000019_bg_IJxftLMAV8U_000249_000259/000151.jpg,brushing hair,opening bottle,1,18.583757400512695,A person doing brushing hair at beach,21.942893981933594,A person doing opening bottle at dressing room
662,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000662_playing volleyball_to_sword fighting_XqDgUSMw1gI_000005_000015_bg__kcVbo4E2JQ_000101_000111/000151.jpg,playing volleyball,sword fighting,1,18.870683670043945,A person doing playing volleyball at beach cove,21.241973876953125,A person doing sword fighting at backyard
663,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000663_shooting goal (soccer)_to_driving car_g-jwBtB_DEE_000000_000010_bg_Wg1fBbnJJn4_000003_000013/000151.jpg,shooting goal (soccer),driving car,1,17.855688095092773,A person doing shooting goal (soccer) at country road,22.9974365234375,A person doing driving car at soccer field
664,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000664_skipping rope_to_eating ice cream_dg8_9piDoIw_000007_000017_bg_nJsVBPjmnDs_000022_000032/000151.jpg,skipping rope,eating ice cream,0,24.00802230834961,A person doing skipping rope at park,23.13180923461914,A person doing eating ice cream at playground
665,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000665_hurdling_to_eating ice cream_Q1K5AAhUbJk_000013_000023_bg_X9XJHEyhWFs_000027_000037/000151.jpg,hurdling,eating ice cream,1,18.93210220336914,A person doing hurdling at beach,28.575363159179688,A person doing eating ice cream at training facility
666,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000666_archery_to_playing trumpet_cIyLDvGWT6I_000001_000011_bg_qt6B6r2eJyw_000019_000029/000151.jpg,archery,playing trumpet,0,24.802459716796875,A person doing archery at street corner,24.76700782775879,A person doing playing trumpet at outdoor festival
667,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000667_bowling_to_driving car_IknWrGi3QzI_000004_000014_bg_E6cLsQqwcbQ_000040_000050/000093.jpg,bowling,driving car,0,25.764310836791992,A person doing bowling at city street,23.586549758911133,A person doing driving car at family entertainment center
668,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000668_dunking basketball_to_brushing teeth_7RUxUD_STDU_000031_000041_bg_2agWm6N2260_000000_000010/000151.jpg,dunking basketball,brushing teeth,0,30.05588150024414,A person doing dunking basketball at bathroom,22.06391716003418,A person doing brushing teeth at playground
669,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000669_playing violin_to_eating cake_QMaaUCbPR68_000042_000052_bg_F8nBY9L6te0_000002_000012/000151.jpg,playing violin,eating cake,0,20.311777114868164,A person doing playing violin at picnic area,19.44058609008789,A person doing eating cake at park bench
670,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000670_canoeing or kayaking_to_shooting basketball_YLuft2I6YYc_000092_000102_bg_BjFTngjxqnE_000064_000074/000151.jpg,canoeing or kayaking,shooting basketball,1,15.771113395690918,A person doing canoeing or kayaking at park,27.667724609375,A person doing shooting basketball at everglades
671,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000671_bowling_to_catching or throwing baseball_elPyNNFZK6s_000144_000154_bg_d2RIQkmy9cE_000159_000169/000151.jpg,bowling,catching or throwing baseball,1,24.122827529907227,A person doing bowling at park,30.27729606628418,A person doing catching or throwing baseball at recreation center
672,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000672_skiing (not slalom or crosscountry)_to_bowling_mYyfgoOtcQc_000226_000236_bg_IknWrGi3QzI_000004_000014/000151.jpg,skiing (not slalom or crosscountry),bowling,1,25.576269149780273,A person doing skiing (not slalom or crosscountry) at family entertainment center,28.208229064941406,A person doing bowling at aspen
673,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000673_climbing a rope_to_reading book_olVCqOzMqAI_000000_000010_bg_HA8xX_KydXI_000204_000214/000151.jpg,climbing a rope,reading book,0,19.647459030151367,A person doing climbing a rope at park,16.386856079101562,A person doing reading book at outdoor adventure park
674,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000674_eating cake_to_dunking basketball_Hw278mYOs48_000019_000029_bg_P7eDtG0UJn8_000112_000122/000151.jpg,eating cake,dunking basketball,0,27.484092712402344,A person doing eating cake at sports arena,21.038131713867188,A person doing dunking basketball at birthday party
675,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000675_shooting basketball_to_juggling balls_jnTuUuETpSs_000002_000012_bg_kc6fQ0_aS1U_000392_000402/000151.jpg,shooting basketball,juggling balls,1,25.077476501464844,A person doing shooting basketball at circus,25.5830135345459,A person doing juggling balls at basketball court
676,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000676_shooting goal (soccer)_to_playing accordion_eXjFnOzjEtI_000001_000011_bg_EIJGzKnlMRM_000014_000024/000088.jpg,shooting goal (soccer),playing accordion,1,16.797151565551758,A person doing shooting goal (soccer) at music festival,28.86062240600586,A person doing playing accordion at soccer field
677,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000677_reading book_to_eating ice cream_-5EyYMSM5eo_000378_000388_bg_XdlhSnW2kTE_000003_000013/000151.jpg,reading book,eating ice cream,1,26.642789840698242,A person doing reading book at ice cream shop,27.06965446472168,A person doing eating ice cream at bedroom
678,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000678_skiing slalom_to_shooting basketball_RvXnfumvBvQ_000412_000422_bg_mmGSQfAVPgM_000355_000365/000151.jpg,skiing slalom,shooting basketball,0,31.311941146850586,A person doing skiing slalom at gymnasium,27.29305648803711,A person doing shooting basketball at st. moritz
679,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000679_catching or throwing frisbee_to_walking the dog_KvgYLMfQh8Q_000012_000022_bg_3NlgmP6MDmY_000021_000031/000151.jpg,catching or throwing frisbee,walking the dog,1,26.38174057006836,A person doing catching or throwing frisbee at neighborhood,27.28064727783203,A person doing walking the dog at park
680,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000680_brushing hair_to_hurdling_63T-_NmyrqA_000032_000042_bg_omTYfJegx0U_000000_000010/000151.jpg,brushing hair,hurdling,1,19.811176300048828,A person doing brushing hair at stadium,25.436132431030273,A person doing hurdling at gym locker room
681,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000681_skipping rope_to_eating ice cream_nyO86Yf_MA0_000197_000207_bg_PbeS16-B08U_000014_000024/000151.jpg,skipping rope,eating ice cream,1,17.646451950073242,A person doing skipping rope at beach,21.199235916137695,A person doing eating ice cream at schoolyard
682,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000682_playing accordion_to_dunking basketball_syp1O0cjens_000038_000048_bg_f0H5AVFMHrg_000000_000010/000151.jpg,playing accordion,dunking basketball,1,25.47951316833496,A person doing playing accordion at gymnasium,26.837364196777344,A person doing dunking basketball at coffee shop
683,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000683_playing violin_to_eating ice cream_Q6G3SqUU3w0_000134_000144_bg_douomnWup3w_000017_000027/000122.jpg,playing violin,eating ice cream,0,24.617504119873047,A person doing playing violin at backyard,20.553260803222656,A person doing eating ice cream at street corner
684,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000684_playing accordion_to_hitting baseball_5YOdoN7vlsI_000071_000081_bg_6hrcRyIYTrA_000026_000036/000151.jpg,playing accordion,hitting baseball,1,27.90903663635254,A person doing playing accordion at batting cage,28.211597442626953,A person doing hitting baseball at street corner
685,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000685_playing volleyball_to_playing violin_qsi0OlEd9zs_000326_000336_bg_VrToqfVcD5o_000099_000109/000151.jpg,playing volleyball,playing violin,0,17.905439376831055,A person doing playing volleyball at street corner,16.28933334350586,A person doing playing violin at beach
686,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000686_hitting baseball_to_clean and jerk_X6dC9pu5H3k_000001_000011_bg_D3cbdvK7B9U_000022_000032/000140.jpg,hitting baseball,clean and jerk,1,27.9534969329834,A person doing hitting baseball at home gym,32.46767044067383,A person doing clean and jerk at school gymnasium
687,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000687_playing trumpet_to_eating cake_qt6B6r2eJyw_000019_000029_bg_lmEbGdDFuyE_000043_000053/000151.jpg,playing trumpet,eating cake,0,24.426725387573242,A person doing playing trumpet at birthday party,23.976404190063477,A person doing eating cake at marching band
688,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000688_bowling_to_playing guitar_BBN3OkI40xk_000008_000018_bg_7oUvm4e9oQ8_000279_000289/000093.jpg,bowling,playing guitar,0,18.74288558959961,A person doing bowling at street corner,16.603370666503906,A person doing playing guitar at recreation center
689,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000689_archery_to_playing trumpet_ZCz5i5RGe_Y_000004_000014_bg_viWqKg08VNc_000002_000012/000151.jpg,archery,playing trumpet,1,24.731996536254883,A person doing archery at jazz club,26.11471176147461,A person doing playing trumpet at sports complex
690,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000690_playing bass guitar_to_writing_Bobkw016yr0_000041_000051_bg_5bZojQCp5tk_000318_000328/000151.jpg,playing bass guitar,writing,0,27.237098693847656,A person doing playing bass guitar at home office,25.149503707885742,A person doing writing at concert hall
691,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000691_playing bass guitar_to_playing accordion_bcGVwwQFCzo_000569_000579_bg_syp1O0cjens_000038_000048/000151.jpg,playing bass guitar,playing accordion,1,23.615415573120117,A person doing playing bass guitar at music festival,31.660207748413086,A person doing playing accordion at band practice room
692,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000692_playing volleyball_to_eating ice cream_2Zm4Y65FpyM_000023_000033_bg_gMNNOrCnQOE_000024_000034/000151.jpg,playing volleyball,eating ice cream,0,19.40166473388672,A person doing playing volleyball at park,19.18722152709961,A person doing eating ice cream at backyard
693,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000693_canoeing or kayaking_to_tying tie_mA-lWZvha1M_000187_000197_bg_iiWzd1Y9758_000102_000112/000151.jpg,canoeing or kayaking,tying tie,1,16.2460994720459,A person doing canoeing or kayaking at office,24.90768814086914,A person doing tying tie at lake tahoe
694,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000694_tying tie_to_walking the dog_d2owlPKG5bY_000096_000106_bg_KbXOZPf5laY_000026_000036/000151.jpg,tying tie,walking the dog,0,23.064098358154297,A person doing tying tie at trail,22.69682502746582,A person doing walking the dog at hotel room
695,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000695_driving car_to_shooting basketball_UItbuPersiY_000095_000105_bg_1QLfHktbKkQ_000004_000014/000151.jpg,driving car,shooting basketball,1,23.0325870513916,A person doing driving car at driveway,25.379899978637695,A person doing shooting basketball at highway
696,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000696_clean and jerk_to_dribbling basketball_7mRMQ-Ao1NE_000019_000029_bg_CjiJdgoW5Io_000074_000084/000151.jpg,clean and jerk,dribbling basketball,1,29.662614822387695,A person doing clean and jerk at basketball court,30.22859764099121,A person doing dribbling basketball at gym
697,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000697_playing basketball_to_eating ice cream_3mIvIgAlniY_000001_000011_bg_i0HTxovmJoU_000004_000014/000151.jpg,playing basketball,eating ice cream,1,25.968360900878906,A person doing playing basketball at backyard,27.30489730834961,A person doing eating ice cream at basketball court
698,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000698_hitting baseball_to_climbing a rope_C7icGyrdROM_000006_000016_bg_olVCqOzMqAI_000000_000010/000151.jpg,hitting baseball,climbing a rope,1,27.768526077270508,A person doing hitting baseball at gymnasium,28.2385311126709,A person doing climbing a rope at batting cage
699,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000699_eating ice cream_to_sword fighting_JFQCLRag-CU_000029_000039_bg_ZRCg4Y8MMgg_000000_000010/000151.jpg,eating ice cream,sword fighting,0,24.995330810546875,A person doing eating ice cream at forest clearing,16.953990936279297,A person doing sword fighting at beach
700,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000700_deadlifting_to_surfing water_9GVYpaTSNcs_000028_000038_bg_79RD1NrELZw_000013_000023/000118.jpg,deadlifting,surfing water,1,23.461585998535156,A person doing deadlifting at fiji,27.612167358398438,A person doing surfing water at fitness studio
701,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000701_dunking basketball_to_climbing ladder_iV66V2rh6l4_000027_000037_bg_q0q7X2V0S8M_000180_000190/000151.jpg,dunking basketball,climbing ladder,0,20.870603561401367,A person doing dunking basketball at warehouse,20.53946876525879,A person doing climbing ladder at playground
702,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000702_dribbling basketball_to_climbing a rope_FLQhXXY-4XA_000016_000026_bg_VaCkxZ_rwQc_000007_000017/000151.jpg,dribbling basketball,climbing a rope,1,24.610342025756836,A person doing dribbling basketball at outdoor adventure park,32.73683166503906,A person doing climbing a rope at gymnasium
703,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000703_playing violin_to_playing guitar_Ta4mtqsCjkU_000076_000086_bg_MrSMr3S3lE0_000090_000100/000151.jpg,playing violin,playing guitar,0,17.720975875854492,A person doing playing violin at beach,16.367956161499023,A person doing playing guitar at park bench
704,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000704_playing basketball_to_playing piano_cM5f-bT07gc_000033_000043_bg_vMdFGslhOGk_000001_000011/000151.jpg,playing basketball,playing piano,1,21.774730682373047,A person doing playing basketball at concert hall,28.164173126220703,A person doing playing piano at gymnasium
705,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000705_shooting goal (soccer)_to_golf driving_QgzJW2EWJK8_000002_000012_bg_agHnyx2NFfk_000007_000017/000091.jpg,shooting goal (soccer),golf driving,0,28.884292602539062,A person doing shooting goal (soccer) at resort,28.36705207824707,A person doing golf driving at backyard
706,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000706_driving car_to_playing violin_QkLN_QBF1hI_000174_000184_bg_RL9vt7ZinXU_000116_000126/000151.jpg,driving car,playing violin,1,21.16127586364746,A person doing driving car at music studio,22.623987197875977,A person doing playing violin at country road
707,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000707_opening bottle_to_skiing (not slalom or crosscountry)_GoFJb86v1pg_000000_000010_bg_-P56BlJO-gw_000051_000061/000152.jpg,opening bottle,skiing (not slalom or crosscountry),0,25.60533332824707,A person doing opening bottle at chamonix,20.835134506225586,A person doing skiing (not slalom or crosscountry) at bar
708,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000708_smoking_to_flying kite_Ag9mJ4tEIEE_000273_000283_bg_uHERxfY_li8_000071_000081/000151.jpg,smoking,flying kite,0,24.27049446105957,A person doing smoking at field,23.132551193237305,A person doing flying kite at balcony
709,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000709_writing_to_brushing teeth_sspUdoV9Il0_000378_000388_bg_D9BXyKzfhGA_000000_000010/000151.jpg,writing,brushing teeth,1,23.963197708129883,A person doing writing at gym locker room,27.953969955444336,A person doing brushing teeth at home office
710,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000710_shooting goal (soccer)_to_sword fighting_m8-MAjGR7-E_000011_000021_bg_QEMrisQ7bXI_000037_000047/000151.jpg,shooting goal (soccer),sword fighting,1,23.51551055908203,A person doing shooting goal (soccer) at forest clearing,25.154495239257812,A person doing sword fighting at sports complex
711,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000711_brushing hair_to_flying kite_D_kft_TtVfo_000064_000074_bg_BJ4DdzKi-GE_000008_000018/000151.jpg,brushing hair,flying kite,0,26.844362258911133,A person doing brushing hair at backyard,21.183603286743164,A person doing flying kite at bathroom
712,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000712_writing_to_clean and jerk_ckWE-SfCKTw_000602_000612_bg_NiYuBZei0aI_000013_000023/000151.jpg,writing,clean and jerk,0,29.93670082092285,A person doing writing at weightlifting competition,24.116098403930664,A person doing clean and jerk at library
713,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000713_skipping rope_to_sweeping floor_d60BR0UZL7s_000072_000082_bg_n5ZHSJRZl1U_000002_000012/000151.jpg,skipping rope,sweeping floor,0,21.29583740234375,A person doing skipping rope at office,17.531570434570312,A person doing sweeping floor at backyard
714,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000714_hurdling_to_clean and jerk_UytdOEGAZbs_000014_000024_bg_sSuVVd9H43E_000004_000014/000151.jpg,hurdling,clean and jerk,1,22.921340942382812,A person doing hurdling at crossfit box,28.75589942932129,A person doing clean and jerk at training facility
715,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000715_playing guitar_to_dunking basketball_0b7wPe49W-4_000266_000276_bg_rmtX8p-42Lg_000005_000015/000132.jpg,playing guitar,dunking basketball,1,22.893518447875977,A person doing playing guitar at gymnasium,25.130008697509766,A person doing dunking basketball at music studio
716,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000716_brushing hair_to_shooting goal (soccer)_fSi87zV0arw_000403_000413_bg_dxELnzdghDU_000035_000045/000151.jpg,brushing hair,shooting goal (soccer),1,21.59705924987793,A person doing brushing hair at professional stadium,21.806180953979492,A person doing shooting goal (soccer) at bedroom
717,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000717_canoeing or kayaking_to_eating cake_lUpRBEy6NJE_000020_000030_bg_jQnDFmBZMJ0_000031_000041/000151.jpg,canoeing or kayaking,eating cake,1,20.910245895385742,A person doing canoeing or kayaking at home,31.141382217407227,A person doing eating cake at everglades
718,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000718_playing accordion_to_smoking_BXdLkM8ed2c_000086_000096_bg_jVP9TvFvrAk_000112_000122/000151.jpg,playing accordion,smoking,0,23.741514205932617,A person doing playing accordion at park,19.348690032958984,A person doing smoking at park bench
