full_path,label,choice_1,choice_2,choice_3,choice_4,choice_5,human_choice,choice,choice_is_human
/n/fs/visualai-scr/Data/Mimetics2/hitting baseball/-CM9SDKQRQc_000150_000152,hitting baseball,juggling balls,playing saxophone,hitting baseball,clean and jerk,canoeing or kayaking,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/UbDd0WJE3LU_000000_000010,sword fighting,sword fighting,cleaning windows,hurdling,catching or throwing frisbee,eating cake,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/7qFtea79UQE_000160_000162,sword fighting,sword fighting,archery,writing,walking the dog,playing piano,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/tu3JQ2edqA0_000029_000033,sword fighting,sword fighting,playing accordion,surfing water,playing basketball,brushing hair,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/05IGI2SgarU_000113_000123,sword fighting,playing guitar,driving car,tying tie,sword fighting,sweeping floor,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/climbing ladder/T3InRU7tizs_000006_000012,climbing ladder,playing bass guitar,juggling balls,climbing ladder,hurdling,sweeping floor,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/climbing ladder/UbdK6pKQnSQ_000019_000023,climbing ladder,smoking,climbing ladder,reading newspaper,playing volleyball,bowling,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/climbing ladder/hBEUQlh6PNs_000284_000286,climbing ladder,shooting goal (soccer),surfing water,clean and jerk,climbing ladder,playing tennis,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing bass guitar/hK-F1ILPaAk_000001_000010,playing bass guitar,opening bottle,brushing hair,clean and jerk,playing saxophone,playing bass guitar,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing bass guitar/mGlm3QKBvD8_000085_000086,playing bass guitar,deadlifting,playing bass guitar,surfing water,juggling soccer ball,sword fighting,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing bass guitar/-0dNIgdbSX8_000000_000007,playing bass guitar,hitting baseball,playing bass guitar,cleaning windows,skiing slalom,opening bottle,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/MykK0N1WFN0_000170_000176,playing tennis,juggling soccer ball,playing tennis,canoeing or kayaking,playing bass guitar,reading book,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/TRcCyetKj0o_000170_000172,playing tennis,dribbling basketball,hitting baseball,climbing ladder,playing tennis,juggling soccer ball,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/I0wv7LKnkSw_000019_000023,playing tennis,brushing hair,tying tie,surfing water,playing tennis,drinking,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/u27ZpuwQ7Qw_000027_000032,playing tennis,playing violin,reading book,punching person (boxing),flying kite,playing tennis,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/Z2_P2eLs-oY_000105_000114,playing tennis,eating ice cream,playing accordion,playing trumpet,catching or throwing baseball,playing tennis,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/climbing a rope/UbdK6pKQnSQ_000014_000016,climbing a rope,sweeping floor,catching or throwing frisbee,brushing hair,dribbling basketball,climbing a rope,5,B,False
/n/fs/visualai-scr/Data/Mimetics2/climbing a rope/bz0COpP1iV0_000092_000096,climbing a rope,bowling,eating cake,climbing a rope,juggling balls,flying kite,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/climbing a rope/Rxm1Bd10hhw_000015_000022,climbing a rope,brushing hair,cleaning windows,hurdling,writing,climbing a rope,5,B,False
/n/fs/visualai-scr/Data/Mimetics2/climbing a rope/F9H7ERFv0n0_000000_000010,climbing a rope,skiing slalom,climbing a rope,juggling balls,playing piano,canoeing or kayaking,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/golf driving/-vEG9b1osjk_000000_000002,golf driving,sword fighting,climbing a rope,clean and jerk,golf driving,writing,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/golf driving/TRcCyetKj0o_000228_000236,golf driving,driving car,shooting basketball,golf driving,skiing slalom,climbing ladder,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/golf driving/enqzVO7JoK4_000035_000036,golf driving,golf driving,playing basketball,playing accordion,playing trumpet,eating cake,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/golf driving/D4p5RrIMcBo_000048_000053,golf driving,deadlifting,playing trumpet,golf driving,skipping rope,writing,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/hurdling/lhA3Mxwy8xg_000054_000055,hurdling,reading newspaper,hitting baseball,hurdling,reading book,climbing a rope,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/hurdling/bawjQioW0cM_000122_000129,hurdling,cleaning windows,driving car,catching or throwing baseball,surfing water,hurdling,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/dunking basketball/VcWQTlNOzoU_000134_000137,dunking basketball,sword fighting,sweeping floor,playing accordion,dunking basketball,juggling soccer ball,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/dunking basketball/duC8ZXFfo9k_000071_000073,dunking basketball,skiing slalom,dunking basketball,golf driving,tying tie,shooting basketball,2,E,False
/n/fs/visualai-scr/Data/Mimetics2/dunking basketball/_sKrWYJPc2g_000028_000033,dunking basketball,sword fighting,reading newspaper,juggling balls,catching or throwing baseball,dunking basketball,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing guitar/NjytEC7-6Z0_000043_000048,playing guitar,golf driving,clean and jerk,playing guitar,smoking,playing basketball,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing guitar/TTtswoWkGQU_000149_000153,playing guitar,flying kite,archery,opening bottle,climbing ladder,playing guitar,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing guitar/kFdtIX78qn8_000065_000068,playing guitar,juggling balls,playing guitar,dunking basketball,skipping rope,punching person (boxing),2,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing guitar/E5MuJVnH8Hg_000023_000025,playing guitar,skipping rope,climbing ladder,playing tennis,smoking,playing guitar,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing guitar/ixBkTYPG82g_000015_000022,playing guitar,drinking,juggling soccer ball,playing guitar,bowling,skiing (not slalom or crosscountry),3,E,False
/n/fs/visualai-scr/Data/Mimetics2/bowling/DrhqyqLiodc_000066_000069,bowling,bowling,hitting baseball,playing saxophone,hurdling,skiing slalom,1,D,False
/n/fs/visualai-scr/Data/Mimetics2/bowling/TRcCyetKj0o_000051_000056,bowling,playing volleyball,bowling,catching or throwing frisbee,deadlifting,skiing (not slalom or crosscountry),2,D,False
/n/fs/visualai-scr/Data/Mimetics2/bowling/DrhqyqLiodc_000062_000064,bowling,playing basketball,catching or throwing frisbee,archery,bowling,dunking basketball,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing saxophone/ouDw29KY3UM_000011_000015,playing saxophone,playing saxophone,surfing water,skipping rope,canoeing or kayaking,climbing ladder,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/playing saxophone/6gHz-cxfeQ8_000001_000006,playing saxophone,punching person (boxing),eating ice cream,playing saxophone,writing,dunking basketball,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing saxophone/teRBvK5qvXE_000010_000015,playing saxophone,dribbling basketball,playing bass guitar,playing piano,playing saxophone,playing trumpet,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/_HDQfm5f36U_000037_000042,brushing teeth,eating ice cream,playing guitar,brushing teeth,smoking,playing basketball,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/SZ44v1ejnac_000019_000029,brushing teeth,clean and jerk,catching or throwing baseball,brushing teeth,playing guitar,punching person (boxing),3,C,True
/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/a5SMXR1BUL0_000010_000020,brushing teeth,climbing a rope,driving car,brushing teeth,reading newspaper,flying kite,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/x9I8pjBmX28_000020_000023,brushing teeth,bowling,playing saxophone,hurdling,brushing teeth,canoeing or kayaking,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/playing basketball/YfTcVAUWc74_000001_000003,playing basketball,hitting baseball,juggling balls,playing basketball,cleaning windows,climbing a rope,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/playing basketball/RVlKVMy-oxI_000178_000181,playing basketball,shooting goal (soccer),bowling,playing basketball,catching or throwing baseball,catching or throwing frisbee,3,E,False
/n/fs/visualai-scr/Data/Mimetics2/playing basketball/eMXo3QIsFQo_000084_000089,playing basketball,playing trumpet,sweeping floor,brushing hair,playing basketball,canoeing or kayaking,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/tying tie/5CV-aGIS00w_000077_000079,tying tie,hurdling,flying kite,skiing (not slalom or crosscountry),catching or throwing frisbee,tying tie,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/tying tie/JPBjBflm7V4_000052_000054,tying tie,golf driving,archery,sword fighting,tying tie,juggling soccer ball,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/skiing slalom/Q4vDfKGz52Y_000005_000010,skiing slalom,archery,smoking,drinking,reading book,skiing slalom,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/skiing slalom/iB3sn6RRKME_000000_000008,skiing slalom,skiing slalom,playing volleyball,playing trumpet,dunking basketball,juggling balls,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/skiing slalom/ogNC_prhefk_000000_000007,skiing slalom,opening bottle,skiing slalom,archery,surfing water,playing basketball,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/5CV-aGIS00w_000070_000075,brushing hair,juggling soccer ball,writing,brushing hair,eating cake,playing basketball,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/ktaZ7IRhifs_000025_000030,brushing hair,clean and jerk,sword fighting,deadlifting,playing basketball,brushing hair,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/HXldFQk7lv8_000126_000129,brushing hair,surfing water,brushing hair,reading book,sword fighting,juggling balls,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/ong17Z8dBVg_000101_000107,brushing hair,skiing slalom,surfing water,skiing (not slalom or crosscountry),brushing teeth,brushing hair,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/_HDQfm5f36U_000083_000093,brushing hair,brushing hair,dribbling basketball,shooting goal (soccer),surfing water,climbing a rope,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/punching person (boxing)/PW5e01acttw_000172_000173,punching person (boxing),skiing (not slalom or crosscountry),driving car,shooting basketball,punching person (boxing),playing bass guitar,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/punching person (boxing)/KC7P1KVZUC0_000055_000062,punching person (boxing),playing violin,punching person (boxing),playing basketball,skiing (not slalom or crosscountry),skiing slalom,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/punching person (boxing)/FUIqsc5hMMQ_000182_000184,punching person (boxing),punching person (boxing),playing trumpet,climbing ladder,tying tie,skiing (not slalom or crosscountry),1,A,True
/n/fs/visualai-scr/Data/Mimetics2/punching person (boxing)/jz7diIi-jY8_000027_000029,punching person (boxing),punching person (boxing),playing accordion,tying tie,climbing a rope,smoking,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/playing accordion/hFsTEHai5Zg_000000_000010,playing accordion,playing tennis,punching person (boxing),climbing ladder,playing accordion,hurdling,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing accordion/eeC8u7osjsU_000000_000008,playing accordion,playing accordion,deadlifting,bowling,eating cake,writing,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/playing accordion/HrF_3NMGU2c_000002_000004,playing accordion,reading book,punching person (boxing),archery,flying kite,playing accordion,5,B,False
/n/fs/visualai-scr/Data/Mimetics2/archery/Nru0Tb3f6lg_000014_000015,archery,climbing ladder,skiing (not slalom or crosscountry),archery,shooting goal (soccer),punching person (boxing),3,B,False
/n/fs/visualai-scr/Data/Mimetics2/archery/td7OmZ4YTNs_000380_000384,archery,catching or throwing frisbee,playing tennis,drinking,archery,shooting goal (soccer),4,D,True
/n/fs/visualai-scr/Data/Mimetics2/archery/aXknIbHLPLM_000013_000016,archery,archery,playing bass guitar,sweeping floor,golf driving,surfing water,1,D,False
/n/fs/visualai-scr/Data/Mimetics2/archery/zedVxImHkK8_000022_000023,archery,archery,reading newspaper,eating cake,flying kite,sweeping floor,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing frisbee/zS4yOVFTEvM_000010_000013,catching or throwing frisbee,playing volleyball,clean and jerk,catching or throwing frisbee,driving car,writing,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing frisbee/-7MNk_seKxo_000030_000033,catching or throwing frisbee,smoking,catching or throwing frisbee,brushing teeth,punching person (boxing),walking the dog,2,E,False
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing frisbee/GdKK42PIcB0_000006_000010,catching or throwing frisbee,clean and jerk,dribbling basketball,brushing hair,climbing a rope,catching or throwing frisbee,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing frisbee/RQkSoH9WTks_000023_000026,catching or throwing frisbee,playing accordion,catching or throwing frisbee,tying tie,canoeing or kayaking,writing,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/drinking/PZxs-3Mfnr8_000120_000122,drinking,writing,drinking,cleaning windows,shooting basketball,brushing teeth,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/drinking/1LBm1M3DBNY_000089_000092,drinking,deadlifting,bowling,catching or throwing baseball,flying kite,drinking,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/drinking/bM3Dqa0WX_g_000015_000016,drinking,clean and jerk,drinking,playing tennis,opening bottle,playing saxophone,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/drinking/F_vRbO50J20_000190_000194,drinking,bowling,eating ice cream,drinking,walking the dog,tying tie,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/drinking/EkxyU6gC0zQ_000100_000104,drinking,drinking,brushing teeth,eating cake,brushing hair,sweeping floor,1,B,False
/n/fs/visualai-scr/Data/Mimetics2/drinking/KgfRK_3hGiY_000326_000330,drinking,playing basketball,playing piano,brushing hair,drinking,smoking,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/drinking/5oCZjxPE2dg_000060_000066,drinking,clean and jerk,climbing a rope,canoeing or kayaking,playing accordion,drinking,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/reading book/-CY1TkCMwjM_000011_000018,reading book,catching or throwing frisbee,tying tie,dribbling basketball,reading book,climbing ladder,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/reading book/ftRFY6vUIEw_000059_000062,reading book,hitting baseball,reading book,driving car,opening bottle,playing saxophone,2,D,False
/n/fs/visualai-scr/Data/Mimetics2/eating ice cream/yVMqtk4MDj8_000009_000012,eating ice cream,juggling soccer ball,sweeping floor,golf driving,playing basketball,eating ice cream,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/eating ice cream/53SXVzTpCjg_000037_000045,eating ice cream,eating ice cream,sword fighting,reading newspaper,skiing (not slalom or crosscountry),juggling soccer ball,1,D,False
/n/fs/visualai-scr/Data/Mimetics2/eating ice cream/N3coivBwaqc_000050_000052,eating ice cream,catching or throwing frisbee,playing basketball,hitting baseball,eating ice cream,punching person (boxing),4,A,False
/n/fs/visualai-scr/Data/Mimetics2/flying kite/sLXBT10xg8w_000028_000038,flying kite,flying kite,playing saxophone,drinking,catching or throwing baseball,eating cake,1,D,False
/n/fs/visualai-scr/Data/Mimetics2/flying kite/-fiZ0aXnDX8_000156_000166,flying kite,dunking basketball,flying kite,sword fighting,playing saxophone,walking the dog,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/sweeping floor/vXLLSsfJgMk_000294_000299,sweeping floor,sweeping floor,brushing hair,sword fighting,skipping rope,skiing (not slalom or crosscountry),1,A,True
/n/fs/visualai-scr/Data/Mimetics2/sweeping floor/utUp-BoIErA_000091_000099,sweeping floor,sweeping floor,driving car,playing piano,skiing (not slalom or crosscountry),catching or throwing frisbee,1,D,False
/n/fs/visualai-scr/Data/Mimetics2/sweeping floor/qBGgfVdl43w_000321_000323,sweeping floor,canoeing or kayaking,sweeping floor,smoking,golf driving,tying tie,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/walking the dog/CmwzhtJ98tk_000025_000031,walking the dog,walking the dog,tying tie,clean and jerk,climbing ladder,catching or throwing baseball,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/walking the dog/Kby4miFDaco_000030_000036,walking the dog,juggling soccer ball,archery,playing tennis,walking the dog,surfing water,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/walking the dog/KqbXanPwUZg_000096_000100,walking the dog,skipping rope,shooting goal (soccer),canoeing or kayaking,hitting baseball,walking the dog,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/walking the dog/05c4TS7obbM_000077_000080,walking the dog,writing,playing bass guitar,hurdling,walking the dog,deadlifting,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/skipping rope/27e57LLAOM0_000004_000012,skipping rope,playing basketball,skipping rope,playing saxophone,flying kite,punching person (boxing),2,B,True
/n/fs/visualai-scr/Data/Mimetics2/skipping rope/CGMgGwKiHKg_000004_000014,skipping rope,playing bass guitar,skipping rope,smoking,surfing water,playing accordion,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/skipping rope/oRGRNNCGB08_000000_000010,skipping rope,skipping rope,juggling balls,deadlifting,punching person (boxing),dribbling basketball,1,D,False
/n/fs/visualai-scr/Data/Mimetics2/clean and jerk/GKbkRz9TtEs_000159_000169,clean and jerk,clean and jerk,hurdling,brushing hair,bowling,flying kite,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/clean and jerk/TRcCyetKj0o_000202_000211,clean and jerk,clean and jerk,climbing a rope,brushing hair,playing violin,sweeping floor,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/clean and jerk/LZKWWQHg6tI_000670_000678,clean and jerk,playing piano,drinking,brushing hair,clean and jerk,playing tennis,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/eating cake/1LBm1M3DBNY_000076_000086,eating cake,climbing a rope,eating cake,tying tie,playing bass guitar,surfing water,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/eating cake/CmwzhtJ98tk_000069_000071,eating cake,reading newspaper,eating cake,skipping rope,clean and jerk,playing violin,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/eating cake/PZxs-3Mfnr8_000210_000213,eating cake,flying kite,drinking,brushing hair,eating cake,punching person (boxing),4,C,False
/n/fs/visualai-scr/Data/Mimetics2/eating cake/89vQjjd5M70_000129_000138,eating cake,punching person (boxing),playing violin,playing volleyball,shooting goal (soccer),eating cake,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/eating cake/cLqHYQY3Sjo_000052_000056,eating cake,climbing a rope,eating cake,golf driving,dribbling basketball,opening bottle,2,E,False
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing baseball/-CM9SDKQRQc_000091_000093,catching or throwing baseball,catching or throwing baseball,punching person (boxing),eating cake,playing basketball,sword fighting,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing baseball/bodvGG0lOFY_000076_000077,catching or throwing baseball,playing violin,catching or throwing baseball,hitting baseball,playing trumpet,punching person (boxing),2,B,True
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing baseball/lpZs8sx51tk_000028_000031,catching or throwing baseball,dribbling basketball,catching or throwing baseball,playing accordion,clean and jerk,brushing hair,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/skiing (not slalom or crosscountry)/zseV_Vxy1xg_000242_000246,skiing (not slalom or crosscountry),skiing (not slalom or crosscountry),skipping rope,tying tie,juggling soccer ball,dribbling basketball,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/skiing (not slalom or crosscountry)/CGznm4YKiVU_000205_000206,skiing (not slalom or crosscountry),punching person (boxing),clean and jerk,hitting baseball,skiing (not slalom or crosscountry),shooting goal (soccer),4,A,False
/n/fs/visualai-scr/Data/Mimetics2/skiing (not slalom or crosscountry)/PU0-dmClrFY_000011_000021,skiing (not slalom or crosscountry),playing trumpet,skiing (not slalom or crosscountry),archery,playing accordion,climbing ladder,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/juggling soccer ball/228yqOPCJaY_000014_000016,juggling soccer ball,bowling,juggling soccer ball,playing saxophone,tying tie,sword fighting,2,E,False
/n/fs/visualai-scr/Data/Mimetics2/juggling soccer ball/OLTMQBerToU_000064_000068,juggling soccer ball,hitting baseball,juggling balls,shooting basketball,shooting goal (soccer),juggling soccer ball,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/juggling soccer ball/eMXo3QIsFQo_000138_000139,juggling soccer ball,flying kite,juggling soccer ball,sword fighting,clean and jerk,opening bottle,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/juggling soccer ball/M9rgnIoZQTo_000015_000017,juggling soccer ball,brushing teeth,juggling soccer ball,playing tennis,surfing water,archery,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/deadlifting/Yxzp8o1DdDU_000116_000120,deadlifting,playing accordion,deadlifting,catching or throwing baseball,eating cake,smoking,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/deadlifting/ipB9C6YuxUI_000007_000012,deadlifting,writing,dunking basketball,playing violin,juggling soccer ball,deadlifting,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/deadlifting/jvzsEAhGMAE_000325_000326,deadlifting,walking the dog,flying kite,surfing water,deadlifting,brushing hair,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/driving car/bkzsoJf-UsA_000059_000061,driving car,driving car,flying kite,shooting basketball,shooting goal (soccer),deadlifting,1,D,False
/n/fs/visualai-scr/Data/Mimetics2/driving car/0uLKTeX6HjA_000001_000004,driving car,driving car,dunking basketball,drinking,archery,playing piano,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/driving car/GHahcY5ew3o_000001_000005,driving car,playing piano,bowling,driving car,tying tie,cleaning windows,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/driving car/gYZbufD61Og_000130_000132,driving car,skiing (not slalom or crosscountry),driving car,playing trumpet,skipping rope,brushing teeth,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/cleaning windows/XvKLqW2XTSA_000044_000048,cleaning windows,sweeping floor,cleaning windows,skiing slalom,punching person (boxing),canoeing or kayaking,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/cleaning windows/cPZl3pipfEw_000063_000073,cleaning windows,cleaning windows,playing violin,juggling balls,brushing teeth,driving car,1,C,False
/n/fs/visualai-scr/Data/Mimetics2/cleaning windows/cPZl3pipfEw_000020_000025,cleaning windows,playing basketball,cleaning windows,writing,deadlifting,surfing water,2,D,False
/n/fs/visualai-scr/Data/Mimetics2/cleaning windows/lpQQWMFWNAM_000000_000001,cleaning windows,punching person (boxing),driving car,cleaning windows,juggling soccer ball,skiing slalom,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/shooting basketball/lMucgdCqsqw_000019_000022,shooting basketball,writing,smoking,driving car,playing saxophone,shooting basketball,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/shooting basketball/xv60PJOPVgg_000025_000027,shooting basketball,shooting basketball,dribbling basketball,playing volleyball,opening bottle,playing accordion,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/shooting basketball/XvpuGCv9hyo_000042_000043,shooting basketball,shooting basketball,archery,shooting goal (soccer),hurdling,driving car,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/shooting basketball/o1q2BURthvU_000051_000055,shooting basketball,clean and jerk,opening bottle,climbing a rope,juggling balls,shooting basketball,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/shooting basketball/PzzMKgMU02M_000027_000028,shooting basketball,playing trumpet,golf driving,cleaning windows,clean and jerk,shooting basketball,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/canoeing or kayaking/hBEUQlh6PNs_000094_000096,canoeing or kayaking,opening bottle,brushing teeth,canoeing or kayaking,playing trumpet,golf driving,3,E,False
/n/fs/visualai-scr/Data/Mimetics2/canoeing or kayaking/TCIbkyhlPpg_000015_000025,canoeing or kayaking,playing tennis,juggling balls,brushing hair,canoeing or kayaking,playing saxophone,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/canoeing or kayaking/CjXn0c_XvDE_000059_000061,canoeing or kayaking,cleaning windows,canoeing or kayaking,playing accordion,reading book,playing tennis,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/surfing water/LR26Z9ySfXc_000051_000061,surfing water,surfing water,climbing a rope,dribbling basketball,punching person (boxing),reading book,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/surfing water/05c4TS7obbM_000052_000053,surfing water,surfing water,dribbling basketball,catching or throwing frisbee,deadlifting,eating cake,1,C,False
/n/fs/visualai-scr/Data/Mimetics2/surfing water/czIuu4xAJXY_000165_000171,surfing water,playing bass guitar,playing tennis,surfing water,sword fighting,golf driving,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/playing volleyball/TRcCyetKj0o_000077_000079,playing volleyball,walking the dog,playing volleyball,clean and jerk,eating ice cream,playing violin,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing volleyball/TrrI4cFOYEk_000006_000009,playing volleyball,playing volleyball,playing tennis,eating cake,climbing a rope,playing piano,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/playing volleyball/84GzqqaUiVc_000000_000007,playing volleyball,playing volleyball,brushing hair,skipping rope,juggling balls,playing bass guitar,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/opening bottle/1lukUCL5pS4_000146_000151,opening bottle,climbing a rope,playing saxophone,playing accordion,skipping rope,opening bottle,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/opening bottle/LkMG3Ntn-g8_000054_000056,opening bottle,opening bottle,hurdling,reading book,playing volleyball,drinking,1,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing piano/2je914Qrjzw_000020_000030,playing piano,shooting goal (soccer),skiing slalom,playing piano,punching person (boxing),hurdling,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/playing piano/5scu_DSFGcs_000015_000017,playing piano,dribbling basketball,hitting baseball,eating ice cream,playing piano,climbing ladder,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/playing piano/trFxg5SOSvI_000010_000020,playing piano,skiing slalom,playing volleyball,climbing a rope,playing piano,catching or throwing baseball,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/playing piano/4K7T7XNwkOs_000010_000020,playing piano,playing volleyball,playing piano,cleaning windows,drinking,sword fighting,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing piano/yAX_BfEjH0c_000015_000025,playing piano,sword fighting,tying tie,juggling balls,playing piano,eating ice cream,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/writing/rDr3LnYDK7g_000110_000111,writing,opening bottle,driving car,writing,playing saxophone,catching or throwing frisbee,3,E,False
/n/fs/visualai-scr/Data/Mimetics2/writing/3CHYTZ1Zhug_000000_000006,writing,writing,smoking,clean and jerk,skiing slalom,juggling balls,1,E,False
/n/fs/visualai-scr/Data/Mimetics2/writing/FGM8u4oX9Xw_000085_000087,writing,playing piano,surfing water,walking the dog,writing,punching person (boxing),4,D,True
/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/VcWQTlNOzoU_000131_000133,dribbling basketball,sword fighting,sweeping floor,surfing water,dribbling basketball,golf driving,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/VcWQTlNOzoU_000039_000040,dribbling basketball,dribbling basketball,playing bass guitar,juggling balls,dunking basketball,skipping rope,1,D,False
