action_swap_path,frame_num,label_A,label_B,predicted_label,predicted_score,human_action_rank,human_action_score,background_action_rank,background_action_score,human_top1,human_top5,background_top1,background_top5,background_wins,ranking_gap,score_gap,top10_predictions
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000572_playing basketball_to_sword fighting_hd7dxyjovCY_000031_000041_bg_D3rswXHTorc_000010_000020,150.0,playing basketball,sword fighting,surfing water,0.4572439193725586,13,0.012766456231474876,18,0.008170468732714653,False,False,False,False,False,5,-0.004595987498760223,"['surfing water', 'skiing slalom', 'driving car', 'shooting goal (soccer)', 'canoeing or kayaking', 'playing volleyball', 'climbing a rope', 'golf driving', 'skiing (not slalom or crosscountry)', 'juggling soccer ball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000576_tying tie_to_flying kite_6bblVyFrBpM_000037_000047_bg_nPC4QCLQf6k_000061_000071,150.0,tying tie,flying kite,climbing a rope,0.16734549403190613,6,0.04827876389026642,11,0.017501357942819595,False,False,False,False,False,5,-0.030777405947446823,"['climbing a rope', 'juggling balls', 'opening bottle', 'golf driving', 'juggling soccer ball', 'tying tie', 'playing violin', 'brushing teeth', 'surfing water', 'playing trumpet']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000580_deadlifting_to_cleaning windows_zeQDM7PrG08_000000_000010_bg_KXilJKCpfWI_000016_000026,140.5,deadlifting,cleaning windows,climbing ladder,0.4849819839000702,11,0.011207436211407185,14,0.009191665798425674,False,False,False,False,False,3,-0.00201577041298151,"['climbing ladder', 'dunking basketball', 'climbing a rope', 'clean and jerk', 'playing basketball', 'punching person (boxing)', 'skipping rope', 'dribbling basketball', 'playing volleyball', 'sword fighting']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000584_playing piano_to_drinking_M1X8UKqQDvA_000074_000084_bg_zHJGhDgnTH8_000044_000054,150.0,playing piano,drinking,dribbling basketball,0.3219631314277649,16,0.004693501628935337,9,0.013858367688953876,False,False,False,False,True,-7,0.00916486606001854,"['dribbling basketball', 'opening bottle', 'juggling balls', 'juggling soccer ball', 'dunking basketball', 'sweeping floor', 'cleaning windows', 'skipping rope', 'drinking', 'shooting goal (soccer)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000588_playing basketball_to_archery_8moq8a_YPXI_000032_000042_bg_IcXj4je-tto_000000_000010,150.0,playing basketball,archery,sword fighting,0.18668165802955627,8,0.04148431494832039,16,0.003946065902709961,False,False,False,False,False,8,-0.03753824904561043,"['sword fighting', 'juggling soccer ball', 'skipping rope', 'juggling balls', 'playing volleyball', 'punching person (boxing)', 'shooting goal (soccer)', 'playing basketball', 'shooting basketball', 'dribbling basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000592_playing bass guitar_to_driving car_j6Wh4zu5z74_000115_000125_bg_CTRKxtzvWq8_000131_000141,150.0,playing bass guitar,driving car,driving car,0.6656601428985596,38,0.00013462100469041616,1,0.6656601428985596,False,False,True,True,True,-37,0.6655255218938692,"['driving car', 'golf driving', 'cleaning windows', 'surfing water', 'dribbling basketball', 'juggling soccer ball', 'opening bottle', 'shooting goal (soccer)', 'punching person (boxing)', 'hitting baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000596_reading book_to_playing guitar_F6Z0vch07n8_000036_000046_bg_fp8xB76kvCQ_000169_000179,150.0,reading book,playing guitar,reading book,0.42601051926612854,1,0.42601051926612854,23,0.003068868536502123,True,True,False,False,False,22,-0.4229416507296264,"['reading book', 'reading newspaper', 'playing accordion', 'writing', 'eating cake', 'opening bottle', 'playing piano', 'punching person (boxing)', 'cleaning windows', 'playing saxophone']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000600_hurdling_to_sword fighting_Rw2diHglcQE_000002_000012_bg_n2wjB7bKiA8_000000_000010,150.0,hurdling,sword fighting,juggling soccer ball,0.4873403012752533,5,0.050448909401893616,14,0.0032414207234978676,False,True,False,False,False,9,-0.04720748867839575,"['juggling soccer ball', 'playing tennis', 'juggling balls', 'shooting goal (soccer)', 'hurdling', 'playing volleyball', 'skipping rope', 'playing basketball', 'catching or throwing frisbee', 'dribbling basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000604_climbing ladder_to_brushing teeth_QbCFZ-zcBrY_000022_000032_bg_hMmmJgtDcmc_000178_000188,150.0,climbing ladder,brushing teeth,skiing slalom,0.15590853989124298,35,0.0025429471861571074,12,0.020256489515304565,False,False,False,False,True,-23,0.017713542329147458,"['skiing slalom', 'surfing water', 'juggling soccer ball', 'opening bottle', 'golf driving', 'bowling', 'shooting goal (soccer)', 'skiing (not slalom or crosscountry)', 'juggling balls', 'climbing a rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000608_playing tennis_to_sweeping floor_BiPEqlFe9uA_000024_000034_bg_fPwIxLuugmU_000034_000044,150.0,playing tennis,sweeping floor,skipping rope,0.46011123061180115,18,0.0037745670415461063,6,0.015859059989452362,False,False,False,False,True,-12,0.012084492947906256,"['skipping rope', 'climbing a rope', 'climbing ladder', 'clean and jerk', 'juggling soccer ball', 'sweeping floor', 'deadlifting', 'juggling balls', 'playing volleyball', 'skiing slalom']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000612_sweeping floor_to_driving car_6pt981rWjLE_000004_000014_bg_-9GW_m6MQd0_000118_000128,150.0,sweeping floor,driving car,driving car,0.5803640484809875,41,4.431078923516907e-05,1,0.5803640484809875,False,False,True,True,True,-40,0.5803197376917524,"['driving car', 'golf driving', 'dribbling basketball', 'punching person (boxing)', 'shooting goal (soccer)', 'juggling soccer ball', 'skipping rope', 'climbing a rope', 'cleaning windows', 'climbing ladder']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000616_juggling soccer ball_to_writing_2WgOKCYyL7g_000084_000094_bg_na9OVxD-EVY_000036_000046,150.0,juggling soccer ball,writing,hurdling,0.5958256721496582,3,0.046441975980997086,33,0.00014737265883013606,False,True,False,False,False,30,-0.04629460332216695,"['hurdling', 'skiing slalom', 'juggling soccer ball', 'skiing (not slalom or crosscountry)', 'catching or throwing frisbee', 'skipping rope', 'surfing water', 'shooting goal (soccer)', 'playing tennis', 'catching or throwing baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000620_skiing (not slalom or crosscountry)_to_climbing ladder_nLj6wQ2_5Fs_000409_000419_bg_mLRqDPWsUF0_000036_000046,150.0,skiing (not slalom or crosscountry),climbing ladder,climbing ladder,0.18123063445091248,12,0.02381008490920067,1,0.18123063445091248,False,False,True,True,True,-11,0.1574205495417118,"['climbing ladder', 'skiing slalom', 'hurdling', 'dunking basketball', 'climbing a rope', 'shooting goal (soccer)', 'hitting baseball', 'shooting basketball', 'catching or throwing baseball', 'playing basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000624_juggling balls_to_flying kite_riquQFieRJE_000013_000023_bg_dWq2Bdlv_uk_000020_000030,150.0,juggling balls,flying kite,juggling balls,0.4633837342262268,1,0.4633837342262268,3,0.03640365973114967,True,True,False,True,False,2,-0.42698007449507713,"['juggling balls', 'juggling soccer ball', 'flying kite', 'catching or throwing frisbee', 'opening bottle', 'playing trumpet', 'climbing a rope', 'catching or throwing baseball', 'hitting baseball', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000628_driving car_to_climbing a rope_kNivGPu8oiw_000028_000038_bg_1c17xEdMHns_000119_000129,150.0,driving car,climbing a rope,climbing a rope,0.4538861811161041,19,0.004224511329084635,1,0.4538861811161041,False,False,True,True,True,-18,0.4496616697870195,"['climbing a rope', 'archery', 'clean and jerk', 'skiing slalom', 'skipping rope', 'climbing ladder', 'shooting goal (soccer)', 'flying kite', 'skiing (not slalom or crosscountry)', 'shooting basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000632_reading newspaper_to_playing tennis_oeJJ1eUpB4A_000001_000011_bg_BiPEqlFe9uA_000024_000034,150.0,reading newspaper,playing tennis,playing tennis,0.7373795509338379,46,2.5992392238549655e-06,1,0.7373795509338379,False,False,True,True,True,-45,0.737376951694614,"['playing tennis', 'juggling soccer ball', 'juggling balls', 'catching or throwing frisbee', 'dribbling basketball', 'catching or throwing baseball', 'hitting baseball', 'dunking basketball', 'shooting goal (soccer)', 'sweeping floor']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000636_skiing (not slalom or crosscountry)_to_catching or throwing baseball_jGzy03VfA8k_000174_000184_bg_d2RIQkmy9cE_000159_000169,150.0,skiing (not slalom or crosscountry),catching or throwing baseball,catching or throwing baseball,0.7974736094474792,19,2.1464853489305824e-05,1,0.7974736094474792,False,False,True,True,True,-18,0.7974521445939899,"['catching or throwing baseball', 'catching or throwing frisbee', 'hitting baseball', 'shooting goal (soccer)', 'hurdling', 'juggling soccer ball', 'dunking basketball', 'flying kite', 'juggling balls', 'climbing a rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000640_skiing slalom_to_shooting goal (soccer)_8SUqJPBbweE_000038_000048_bg_ZitnZvYYw6w_000052_000062,150.0,skiing slalom,shooting goal (soccer),shooting goal (soccer),0.8878207206726074,12,3.666789416456595e-05,1,0.8878207206726074,False,False,True,True,True,-11,0.8877840527784429,"['shooting goal (soccer)', 'juggling soccer ball', 'catching or throwing frisbee', 'dribbling basketball', 'juggling balls', 'playing volleyball', 'catching or throwing baseball', 'skipping rope', 'flying kite', 'hitting baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000644_dunking basketball_to_tying tie_gyGzETSCxO8_000003_000013_bg_E0C2d_EpfNA_000115_000125,141.0,dunking basketball,tying tie,juggling soccer ball,0.226495623588562,3,0.06306782364845276,41,0.000389488588552922,False,True,False,False,False,38,-0.06267833505989984,"['juggling soccer ball', 'shooting goal (soccer)', 'dunking basketball', 'playing tennis', 'catching or throwing baseball', 'playing basketball', 'catching or throwing frisbee', 'cleaning windows', 'juggling balls', 'shooting basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000648_archery_to_driving car_xrAuik7Wxns_000036_000046_bg_CLuayLlBOEY_000064_000074,150.0,archery,driving car,golf driving,0.969073474407196,10,0.00041607386083342135,3,0.007033987436443567,False,False,False,True,True,-7,0.006617913575610146,"['golf driving', 'hitting baseball', 'driving car', 'smoking', 'catching or throwing baseball', 'playing tennis', 'juggling balls', 'juggling soccer ball', 'cleaning windows', 'archery']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000652_playing bass guitar_to_playing piano_5t816FUvfDE_000186_000196_bg_qmgpPih1Y5o_000005_000015,150.0,playing bass guitar,playing piano,playing accordion,0.496349960565567,8,0.004514480009675026,2,0.43211236596107483,False,False,False,True,True,-6,0.4275978859513998,"['playing accordion', 'playing piano', 'playing violin', 'playing saxophone', 'playing guitar', 'playing trumpet', 'opening bottle', 'playing bass guitar', 'writing', 'punching person (boxing)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000656_bowling_to_sweeping floor_mE6wwBaFaf0_000028_000038_bg_AyrJLW2Mpbw_000000_000010,107.0,bowling,sweeping floor,cleaning windows,0.2538851499557495,33,0.0012235622853040695,11,0.014142774045467377,False,False,False,False,True,-22,0.012919211760163307,"['cleaning windows', 'sword fighting', 'juggling soccer ball', 'skipping rope', 'juggling balls', 'shooting goal (soccer)', 'archery', 'flying kite', 'brushing teeth', 'playing violin']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000660_flying kite_to_reading newspaper_hAQJ9GHklS4_000004_000014_bg_XREc823C5zs_000000_000010,150.0,flying kite,reading newspaper,cleaning windows,0.19774259626865387,30,0.006521203555166721,33,0.003406622214242816,False,False,False,False,False,3,-0.0031145813409239054,"['cleaning windows', 'juggling soccer ball', 'walking the dog', 'playing piano', 'playing basketball', 'playing accordion', 'sweeping floor', 'climbing a rope', 'climbing ladder', 'dunking basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000664_skipping rope_to_eating ice cream_dg8_9piDoIw_000007_000017_bg_nJsVBPjmnDs_000022_000032,150.0,skipping rope,eating ice cream,skipping rope,0.25293776392936707,1,0.25293776392936707,35,0.002386993495747447,True,True,False,False,False,34,-0.2505507704336196,"['skipping rope', 'surfing water', 'climbing a rope', 'skiing slalom', 'skiing (not slalom or crosscountry)', 'driving car', 'hurdling', 'bowling', 'walking the dog', 'shooting goal (soccer)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000668_dunking basketball_to_brushing teeth_7RUxUD_STDU_000031_000041_bg_2agWm6N2260_000000_000010,150.0,dunking basketball,brushing teeth,dunking basketball,0.6676623225212097,1,0.6676623225212097,49,2.4119156023516553e-06,True,True,False,False,False,48,-0.6676599106056074,"['dunking basketball', 'climbing a rope', 'climbing ladder', 'playing basketball', 'dribbling basketball', 'catching or throwing frisbee', 'shooting basketball', 'surfing water', 'hurdling', 'juggling balls']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000672_skiing (not slalom or crosscountry)_to_bowling_mYyfgoOtcQc_000226_000236_bg_IknWrGi3QzI_000004_000014,150.0,skiing (not slalom or crosscountry),bowling,juggling soccer ball,0.20672236382961273,24,0.009409177117049694,2,0.1639990657567978,False,False,False,True,True,-22,0.1545898886397481,"['juggling soccer ball', 'bowling', 'juggling balls', 'dribbling basketball', 'shooting basketball', 'golf driving', 'skiing slalom', 'driving car', 'playing piano', 'dunking basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000676_shooting goal (soccer)_to_playing accordion_eXjFnOzjEtI_000001_000011_bg_EIJGzKnlMRM_000014_000024,87.0,shooting goal (soccer),playing accordion,playing accordion,0.9893196821212769,20,6.595714694412891e-07,1,0.9893196821212769,False,False,True,True,True,-19,0.9893190225498074,"['playing accordion', 'playing piano', 'playing saxophone', 'playing trumpet', 'playing guitar', 'playing violin', 'writing', 'playing bass guitar', 'climbing ladder', 'opening bottle']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000680_brushing hair_to_hurdling_63T-_NmyrqA_000032_000042_bg_omTYfJegx0U_000000_000010,150.5,brushing hair,hurdling,juggling soccer ball,0.2819450795650482,40,0.0003588999679777771,29,0.002835156861692667,False,False,False,False,True,-11,0.00247625689371489,"['juggling soccer ball', 'punching person (boxing)', 'catching or throwing frisbee', 'juggling balls', 'skipping rope', 'hitting baseball', 'shooting goal (soccer)', 'playing basketball', 'catching or throwing baseball', 'cleaning windows']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000684_playing accordion_to_hitting baseball_5YOdoN7vlsI_000071_000081_bg_6hrcRyIYTrA_000026_000036,150.0,playing accordion,hitting baseball,hitting baseball,0.47693634033203125,15,0.0025081802159547806,1,0.47693634033203125,False,False,True,True,True,-14,0.47442816011607647,"['hitting baseball', 'catching or throwing baseball', 'catching or throwing frisbee', 'flying kite', 'juggling soccer ball', 'sword fighting', 'playing violin', 'juggling balls', 'punching person (boxing)', 'walking the dog']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000688_bowling_to_playing guitar_BBN3OkI40xk_000008_000018_bg_7oUvm4e9oQ8_000279_000289,92.0,bowling,playing guitar,climbing ladder,0.13360595703125,46,0.00035167409805580974,24,0.008680479601025581,False,False,False,False,True,-22,0.008328805502969772,"['climbing ladder', 'reading newspaper', 'playing piano', 'cleaning windows', 'playing violin', 'sword fighting', 'brushing teeth', 'opening bottle', 'brushing hair', 'playing trumpet']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000692_playing volleyball_to_eating ice cream_2Zm4Y65FpyM_000023_000033_bg_gMNNOrCnQOE_000024_000034,150.0,playing volleyball,eating ice cream,sword fighting,0.21918810904026031,23,0.0067160651087760925,36,0.00174651516135782,False,False,False,False,False,13,-0.0049695499474182725,"['sword fighting', 'sweeping floor', 'skipping rope', 'bowling', 'juggling balls', 'juggling soccer ball', 'archery', 'punching person (boxing)', 'shooting basketball', 'flying kite']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000696_clean and jerk_to_dribbling basketball_7mRMQ-Ao1NE_000019_000029_bg_CjiJdgoW5Io_000074_000084,150.0,clean and jerk,dribbling basketball,dribbling basketball,0.6521026492118835,12,0.00024273787857964635,1,0.6521026492118835,False,False,True,True,True,-11,0.6518599113333039,"['dribbling basketball', 'playing basketball', 'shooting basketball', 'dunking basketball', 'skipping rope', 'juggling balls', 'shooting goal (soccer)', 'playing volleyball', 'juggling soccer ball', 'hitting baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000700_deadlifting_to_surfing water_9GVYpaTSNcs_000028_000038_bg_79RD1NrELZw_000013_000023,117.5,deadlifting,surfing water,surfing water,0.9906429648399353,13,0.00011581986473174766,1,0.9906429648399353,False,False,True,True,True,-12,0.9905271449752036,"['surfing water', 'climbing a rope', 'skiing slalom', 'climbing ladder', 'canoeing or kayaking', 'skiing (not slalom or crosscountry)', 'clean and jerk', 'catching or throwing frisbee', 'skipping rope', 'hitting baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000704_playing basketball_to_playing piano_cM5f-bT07gc_000033_000043_bg_vMdFGslhOGk_000001_000011,150.0,playing basketball,playing piano,playing piano,0.5525437593460083,38,7.659626862732694e-05,1,0.5525437593460083,False,False,True,True,True,-37,0.552467163077381,"['playing piano', 'playing accordion', 'playing violin', 'playing saxophone', 'climbing ladder', 'playing trumpet', 'opening bottle', 'playing guitar', 'juggling balls', 'juggling soccer ball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000708_smoking_to_flying kite_Ag9mJ4tEIEE_000273_000283_bg_uHERxfY_li8_000071_000081,150.0,smoking,flying kite,punching person (boxing),0.2324819713830948,31,0.003615171415731311,17,0.011843430809676647,False,False,False,False,True,-14,0.008228259393945336,"['punching person (boxing)', 'juggling soccer ball', 'cleaning windows', 'climbing a rope', 'hitting baseball', 'skipping rope', 'walking the dog', 'juggling balls', 'driving car', 'playing basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000712_writing_to_clean and jerk_ckWE-SfCKTw_000602_000612_bg_NiYuBZei0aI_000013_000023,150.0,writing,clean and jerk,juggling balls,0.39933115243911743,46,0.00010954593744827434,2,0.1709253340959549,False,False,False,True,True,-44,0.17081578815850662,"['juggling balls', 'clean and jerk', 'juggling soccer ball', 'punching person (boxing)', 'climbing a rope', 'dunking basketball', 'archery', 'sword fighting', 'hitting baseball', 'shooting basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000716_brushing hair_to_shooting goal (soccer)_fSi87zV0arw_000403_000413_bg_dxELnzdghDU_000035_000045,150.0,brushing hair,shooting goal (soccer),bowling,0.12706270813941956,3,0.061931561678647995,9,0.029173213988542557,False,True,False,False,False,6,-0.03275834769010544,"['bowling', 'juggling balls', 'brushing hair', 'juggling soccer ball', 'skipping rope', 'punching person (boxing)', 'shooting basketball', 'playing accordion', 'shooting goal (soccer)', 'golf driving']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000720_canoeing or kayaking_to_bowling_Bi5SWEY6uH8_000034_000044_bg_v52Gi2rgV3w_000005_000015,150.0,canoeing or kayaking,bowling,bowling,0.8771180510520935,29,0.0001568482693983242,1,0.8771180510520935,False,False,True,True,True,-28,0.8769612027826952,"['bowling', 'skiing slalom', 'hurdling', 'skiing (not slalom or crosscountry)', 'driving car', 'playing volleyball', 'shooting basketball', 'clean and jerk', 'hitting baseball', 'surfing water']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000724_writing_to_playing accordion_XQkYl9aVTpA_000432_000442_bg_U_D-B-xXgys_000056_000066,150.0,writing,playing accordion,playing accordion,0.9956873059272766,13,2.0137646060902625e-05,1,0.9956873059272766,False,False,True,True,True,-12,0.9956671682812157,"['playing accordion', 'playing piano', 'playing violin', 'playing trumpet', 'playing saxophone', 'opening bottle', 'cleaning windows', 'playing guitar', 'climbing ladder', 'juggling balls']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000728_writing_to_surfing water_kHSpzsmCFGo_000078_000088_bg_4XeeI5868Y4_000031_000041,150.0,writing,surfing water,surfing water,0.9433791041374207,29,3.877701601595618e-05,1,0.9433791041374207,False,False,True,True,True,-28,0.9433403271214047,"['surfing water', 'canoeing or kayaking', 'climbing a rope', 'skiing slalom', 'cleaning windows', 'catching or throwing frisbee', 'skiing (not slalom or crosscountry)', 'opening bottle', 'flying kite', 'climbing ladder']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000732_flying kite_to_climbing ladder_3dnRiA5pSwU_000024_000034_bg_72ZfHTNBdTQ_000112_000122,84.5,flying kite,climbing ladder,surfing water,0.2973603904247284,12,0.014021703973412514,11,0.017109084874391556,False,False,False,False,True,-1,0.003087380900979042,"['surfing water', 'cleaning windows', 'skiing slalom', 'climbing a rope', 'skiing (not slalom or crosscountry)', 'hitting baseball', 'shooting goal (soccer)', 'catching or throwing baseball', 'opening bottle', 'playing saxophone']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000736_playing saxophone_to_flying kite_P4w8Ef14Mis_000017_000027_bg_0QH8uFjXiW4_000003_000013,150.0,playing saxophone,flying kite,juggling balls,0.5449353456497192,9,0.01545635610818863,7,0.016399221494793892,False,False,False,False,True,-2,0.0009428653866052628,"['juggling balls', 'juggling soccer ball', 'skipping rope', 'smoking', 'walking the dog', 'tying tie', 'flying kite', 'playing trumpet', 'playing saxophone', 'opening bottle']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000740_catching or throwing baseball_to_playing guitar_dEJcLMU-x94_000013_000023_bg_x8cwzO6u_7c_000090_000100,150.0,catching or throwing baseball,playing guitar,playing guitar,0.8422460556030273,45,8.738128599361517e-06,1,0.8422460556030273,False,False,True,True,True,-44,0.842237317474428,"['playing guitar', 'playing bass guitar', 'playing saxophone', 'writing', 'playing accordion', 'playing violin', 'opening bottle', 'playing trumpet', 'playing piano', 'sword fighting']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000744_surfing water_to_drinking_Q4kAb9-wvCw_000364_000374_bg_ahtLVUE4qw8_000018_000028,150.0,surfing water,drinking,opening bottle,0.18108005821704865,9,0.031781554222106934,4,0.0675644725561142,False,False,False,True,True,-5,0.03578291833400726,"['opening bottle', 'climbing a rope', 'climbing ladder', 'drinking', 'dunking basketball', 'driving car', 'cleaning windows', 'smoking', 'surfing water', 'skiing slalom']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000748_writing_to_shooting basketball_Ub0rc6U6nfI_000100_000110_bg_0sCSK1Ox5Ts_000046_000056,150.0,writing,shooting basketball,playing basketball,0.2813059687614441,31,0.0001721801672829315,3,0.20950789749622345,False,False,False,True,True,-28,0.20933571732894052,"['playing basketball', 'dribbling basketball', 'shooting basketball', 'dunking basketball', 'juggling balls', 'juggling soccer ball', 'catching or throwing baseball', 'tying tie', 'catching or throwing frisbee', 'climbing a rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000752_brushing hair_to_reading book_vF-nfOxhiCQ_000051_000061_bg_-CQPR7e8xKE_000000_000010,150.0,brushing hair,reading book,brushing hair,0.8917165994644165,1,0.8917165994644165,21,0.0012738803634420037,True,True,False,False,False,20,-0.8904427191009745,"['brushing hair', 'brushing teeth', 'playing piano', 'playing accordion', 'skipping rope', 'eating cake', 'opening bottle', 'sword fighting', 'climbing a rope', 'tying tie']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000756_climbing a rope_to_hurdling_mzqDvgpiGP4_000013_000023_bg_Q99scMw_PH8_000013_000023,150.0,climbing a rope,hurdling,hurdling,0.9924414157867432,6,0.0007858696044422686,1,0.9924414157867432,False,False,True,True,True,-5,0.9916555461823009,"['hurdling', 'clean and jerk', 'shooting goal (soccer)', 'catching or throwing baseball', 'catching or throwing frisbee', 'climbing a rope', 'flying kite', 'skipping rope', 'climbing ladder', 'playing volleyball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000760_dribbling basketball_to_juggling balls_6FC0IVAWQc4_000266_000276_bg_n1cQkKL5ATQ_000112_000122,150.0,dribbling basketball,juggling balls,juggling soccer ball,0.2573173940181732,3,0.15798832476139069,2,0.1887640357017517,False,True,False,True,True,-1,0.030775710940361023,"['juggling soccer ball', 'juggling balls', 'dribbling basketball', 'dunking basketball', 'skipping rope', 'shooting basketball', 'playing basketball', 'shooting goal (soccer)', 'playing trumpet', 'playing violin']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000764_reading newspaper_to_catching or throwing frisbee_cXsQwIVDsKY_000004_000014_bg_Fi1TkpzQG78_000154_000164,150.0,reading newspaper,catching or throwing frisbee,punching person (boxing),0.6065975427627563,19,0.004725497215986252,25,0.002931068418547511,False,False,False,False,False,6,-0.0017944287974387407,"['punching person (boxing)', 'climbing a rope', 'sword fighting', 'opening bottle', 'juggling balls', 'juggling soccer ball', 'cleaning windows', 'sweeping floor', 'skipping rope', 'playing violin']"
